,Index,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Carrier_Name
542881,1699849,2008,3,31,1,1614,1510,1758,1630,AA,1816,N505AA,104,80,68,88,64,DFW,MEM,432,25,11,0,N,0,49,15,24,0,0,American Airlines
702730,2298546,2008,4,7,1,1430,1355,1553,1510,AA,1699,N447AA,143,135,118,43,35,ATL,DFW,732,10,15,0,N,0,13,0,8,0,22,American Airlines
341457,1074992,2008,2,27,3,1747,1735,1853,1830,AA,1153,N473AA,126,115,101,23,12,DFW,COS,592,9,16,0,N,0,12,0,11,0,0,American Airlines
168062,545751,2008,1,30,3,1852,1846,2022,2004,AS,45,N762AS,90,78,65,18,6,ANC,BET,399,3,22,0,N,0,0,1,12,0,5,Alaska Airlines
708762,2319004,2008,4,15,2,1554,1521,2014,1940,AS,162,N593AS,200,199,176,34,33,ANC,SEA,1449,4,20,0,N,0,2,0,1,0,31,Alaska Airlines
200866,647713,2008,2,15,5,2109,2030,2249,2220,WN,609,N396SW,40,50,28,29,39,MDW,IND,162,5,7,0,N,0,28,0,0,0,1,Southwest Airlines
970469,3247083,2008,6,14,6,1507,1441,1640,1618,UA,1217,N203UA,153,157,138,22,26,DEN,SJC,948,5,10,0,N,0,22,0,0,0,0,United Airlines
395611,1231772,2008,3,20,4,1713,1650,1924,1900,WN,3404,N272WN,251,250,235,24,23,BNA,LAS,1588,6,10,0,N,0,21,0,1,0,2,Southwest Airlines
152374,497341,2008,1,28,1,2042,1800,2048,1815,AA,1058,N538AA,66,75,45,153,162,IND,ORD,177,15,6,0,N,0,0,0,6,0,147,American Airlines
863102,2919108,2008,5,28,3,1600,1505,2057,2005,AA,2480,N3AFAA,177,180,155,52,55,LAX,DFW,1235,10,12,0,N,0,19,0,0,0,33,American Airlines
369554,1158158,2008,2,1,5,803,700,1614,1523,DL,30,N375DA,311,323,281,51,63,SEA,JFK,2421,13,17,0,N,0,51,0,0,0,0,Delta Airlines
636971,2033328,2008,4,8,2,1737,1709,1901,1833,UA,1137,N367UA,84,84,59,28,28,SFO,LAX,337,9,16,0,N,0,0,0,3,0,25,United Airlines
353754,1111876,2008,2,15,5,1629,1543,1851,1758,AS,476,N607AS,142,135,110,53,46,PDX,LAX,834,11,21,0,N,0,46,0,7,0,0,Alaska Airlines
966275,3237704,2008,6,9,1,2034,2000,2341,2323,UA,716,N305UA,127,143,112,18,34,DEN,IAH,861,4,11,0,N,0,0,0,0,0,18,United Airlines
547274,1711758,2008,3,1,6,1741,1715,2010,1950,AS,424,N771AS,149,155,122,20,26,SEA,SNA,978,7,20,0,N,0,20,0,0,0,0,Alaska Airlines
725415,2374980,2008,4,6,7,2032,1915,2212,2118,DL,41,N131DN,280,303,262,54,77,ATL,LAX,1946,7,11,0,N,0,0,0,0,0,54,Delta Airlines
167958,545396,2008,1,29,2,1732,1715,2012,1956,AS,665,N305AS,160,161,136,16,17,LAS,SEA,866,7,17,0,N,0,1,0,0,0,15,Alaska Airlines
869737,2948209,2008,5,31,6,2111,1959,2353,2240,B6,581,N586JB,162,161,144,73,72,HPN,PBI,1057,5,13,0,N,0,0,0,1,0,72,JetBlue Airways
791338,2622835,2008,5,16,5,1732,1635,2043,1946,UA,554,N347UA,131,131,103,57,57,ORD,BDL,783,5,23,0,N,0,15,0,0,0,42,United Airlines
349167,1096000,2008,2,21,4,1323,1300,1723,1700,AA,2050,N5DWAA,180,180,158,23,23,ORD,MIA,1197,4,18,0,N,0,5,0,0,0,18,American Airlines
207751,666165,2008,2,21,4,1413,1400,1510,1455,WN,32,N511SW,57,55,39,15,13,HOU,DAL,239,6,12,0,N,0,13,0,2,0,0,Southwest Airlines
73605,236256,2008,1,10,4,1017,955,1300,1221,UA,605,N538UA,283,266,245,39,22,ORD,PDX,1739,7,31,0,N,0,0,0,17,0,22,United Airlines
851957,2887163,2008,5,26,1,1131,1125,1438,1410,AA,1075,N061AA,187,165,151,28,6,MCO,SJU,1189,10,26,0,N,0,0,0,22,0,6,American Airlines
259940,828438,2008,2,11,1,2057,2000,2209,2132,UA,597,N372UA,72,92,62,37,57,ORD,MSP,334,3,7,0,N,0,10,0,0,0,27,United Airlines
957593,3217572,2008,6,12,4,1826,1820,2306,2140,UA,95,N820UA,460,380,356,86,6,EWR,SFO,2565,3,101,0,N,0,0,0,86,0,0,United Airlines
26359,80100,2008,1,27,7,1133,1110,1423,1400,WN,1638,N201LV,110,110,94,23,23,SMF,PHX,647,4,12,0,N,0,0,0,0,0,23,Southwest Airlines
576841,1797517,2008,4,5,6,2041,1940,2137,2045,WN,2938,N744SW,56,65,43,52,61,LAS,PHX,256,5,8,0,N,0,8,0,0,0,44,Southwest Airlines
878541,2976176,2008,5,2,5,1205,1111,2123,2000,DL,154,N3767,378,349,325,83,54,LAX,JFK,2475,30,23,0,N,0,25,0,29,0,29,Delta Airlines
257940,823006,2008,2,13,3,928,720,1106,846,UA,421,N336UA,158,146,114,140,128,ALB,ORD,723,4,40,0,N,0,0,9,12,0,119,United Airlines
1047292,3501750,2008,6,13,5,757,720,1034,955,AA,1368,N579AA,157,155,139,39,37,MCO,LGA,950,4,14,0,N,0,37,0,2,0,0,American Airlines
1048460,3504722,2008,6,29,7,1247,1220,1409,1350,AA,1481,N493AA,202,210,183,19,27,DFW,OAK,1456,5,14,0,N,0,9,0,0,0,10,American Airlines
340610,1072603,2008,2,9,6,2123,2105,2221,2205,AA,1069,N498AA,118,120,96,16,18,DFW,DEN,641,6,16,0,N,0,16,0,0,0,0,American Airlines
72170,232490,2008,1,21,1,1943,1844,2116,2005,UA,485,N364UA,213,201,182,71,59,DTW,DEN,1123,8,23,0,N,0,0,6,12,0,53,United Airlines
538227,1687021,2008,3,10,1,1927,1815,2332,2205,AA,1312,N621AA,245,230,231,87,72,SJU,BDL,1666,3,11,0,N,0,0,0,15,0,72,American Airlines
631080,2014740,2008,4,25,5,1438,1406,1543,1518,UA,353,N312UA,125,132,113,25,32,SAT,DEN,794,4,8,0,N,0,9,0,0,0,16,United Airlines
455719,1422061,2008,3,29,6,1038,1030,1228,1158,UA,781,N509UA,170,148,123,30,8,DEN,LAX,862,36,11,0,N,0,8,0,22,0,0,United Airlines
968311,3242363,2008,6,12,4,1053,1010,1919,1904,UA,892,N555UA,326,354,307,15,43,SFO,JFK,2586,4,15,0,N,0,0,0,0,0,15,United Airlines
94588,300846,2008,1,2,3,1837,1810,1930,1910,WN,2453,N637SW,113,120,98,20,27,PHX,SMF,647,4,11,0,N,0,20,0,0,0,0,Southwest Airlines
581477,1812826,2008,4,9,3,1628,1605,1936,1920,WN,244,N697SW,128,135,114,16,23,STL,TPA,869,4,10,0,N,0,9,0,0,0,7,Southwest Airlines
165073,535271,2008,1,5,6,821,700,1108,947,AS,691,N961AS,167,167,145,81,81,LAS,SEA,866,4,18,0,N,0,81,0,0,0,0,Alaska Airlines
156788,510297,2008,1,3,4,1240,1230,1557,1520,AA,1510,N335AA,197,170,171,37,10,MIA,JFK,1090,6,20,0,N,0,7,0,27,0,3,American Airlines
345122,1085115,2008,2,21,4,1554,1530,1903,1840,AA,1540,N417AA,129,130,103,23,24,TUS,DFW,813,17,9,0,N,0,0,0,0,0,23,American Airlines
867874,2939930,2008,5,15,4,1031,950,1438,1347,B6,118,N510JB,187,177,171,51,41,MSY,JFK,1182,4,12,0,N,0,4,0,10,0,37,JetBlue Airways
529381,1663173,2008,3,14,5,1251,1130,1519,1355,AA,313,N641AA,268,265,243,84,81,ORD,SNA,1726,7,18,0,N,0,64,0,3,0,17,American Airlines
850066,2881509,2008,5,9,5,2001,1910,26,2335,AA,766,N539AA,205,205,178,51,51,DFW,LGA,1389,7,20,0,N,0,0,0,42,0,9,American Airlines
866506,2932972,2008,5,2,5,1924,1800,2040,1922,B6,1069,N198JB,76,82,53,78,84,BOS,JFK,187,5,18,0,N,0,0,0,0,0,78,JetBlue Airways
211273,671940,2008,2,22,5,919,905,1029,1005,WN,2026,N776WN,70,60,39,24,14,STL,MDW,251,4,27,0,N,0,2,0,10,0,12,Southwest Airlines
152175,496780,2008,1,9,3,1740,1640,1840,1745,AA,1043,N538AA,60,65,44,55,60,DFW,SAT,247,3,13,0,N,0,1,0,0,0,54,American Airlines
477559,1500263,2008,3,31,1,2028,1855,2301,2149,DL,687,N981DL,153,174,131,72,93,BOS,ATL,946,8,14,0,N,0,0,0,0,0,72,Delta Airlines
787581,2610482,2008,5,13,2,1959,1811,117,2110,UA,174,N921UA,258,119,82,247,108,ORD,RIC,642,4,172,0,N,0,68,0,139,0,40,United Airlines
537803,1685770,2008,3,9,7,2239,2210,9,2350,AA,1269,N5FLAA,210,220,194,19,29,DFW,SFO,1464,4,12,0,N,0,0,18,0,0,1,American Airlines
967408,3240393,2008,6,5,4,1121,1058,1427,1353,UA,812,N420UA,126,115,100,34,23,DEN,DFW,641,7,19,0,N,0,0,0,11,0,23,United Airlines
599446,1878580,2008,4,29,2,856,830,1017,955,WN,1677,N296WN,81,85,72,22,26,OAK,SAN,446,3,6,0,N,0,19,0,0,0,3,Southwest Airlines
809319,2696954,2008,5,22,4,2041,1300,2325,1550,DL,1264,N914DN,104,110,86,455,461,SNA,SLC,588,4,14,0,N,0,0,0,455,0,0,Delta Airlines
66755,218702,2008,1,11,5,847,838,1303,1204,UA,23,N554UA,436,386,338,59,9,JFK,LAX,2475,10,88,0,N,0,0,0,59,0,0,United Airlines
792606,2626980,2008,5,1,4,1851,1800,2050,1927,UA,685,N329UA,119,87,91,83,51,ORD,MSP,334,5,23,0,N,0,7,0,32,0,44,United Airlines
255542,816311,2008,2,2,6,746,725,737,722,UA,203,N528UA,51,57,28,15,21,GRR,ORD,137,5,18,0,N,0,15,0,0,0,0,United Airlines
969145,3244100,2008,6,14,6,1721,1640,2026,1909,UA,967,N854UA,365,329,298,77,41,IAD,LAX,2288,3,64,0,N,0,0,11,36,0,30,United Airlines
573210,1788850,2008,3,16,7,1714,1625,1854,1750,DL,480,N969DL,100,85,45,64,49,JFK,BOS,187,11,44,0,N,0,15,0,49,0,0,Delta Airlines
879523,2981930,2008,5,7,3,1613,1605,1823,1746,DL,125,N137DL,310,281,283,37,8,ATL,LAX,1946,9,18,0,N,0,6,0,29,0,2,Delta Airlines
845302,2867766,2008,5,9,5,1358,1330,2255,2210,AA,178,N332AA,357,340,313,45,28,SFO,JFK,2586,18,26,0,N,0,0,0,44,0,1,American Airlines
352121,1106174,2008,2,1,5,1110,1010,1321,1220,AS,526,N982AS,131,130,102,61,60,SEA,SFO,679,8,21,0,N,0,24,0,1,0,36,Alaska Airlines
354832,1115897,2008,2,25,1,1141,1104,1322,1304,AS,143,N765AS,101,120,94,18,37,BRW,ANC,725,4,3,0,N,0,0,0,0,0,18,Alaska Airlines
569519,1777698,2008,3,7,5,1717,1630,2012,1854,DL,951,N939DL,175,144,127,78,47,PHL,ATL,665,10,38,0,N,0,6,0,31,0,41,Delta Airlines
855847,2898885,2008,5,13,2,1822,1755,2147,2120,AA,1482,N542AA,145,145,119,27,27,DFW,TPA,929,4,22,0,N,0,0,0,0,0,27,American Airlines
476767,1498348,2008,3,29,6,1017,945,1145,1120,DL,1551,N956DL,88,95,62,25,32,ATL,SRQ,445,4,22,0,N,0,10,0,0,0,15,Delta Airlines
406969,1259176,2008,3,28,5,1211,1205,1435,1400,WN,1081,N492WN,204,175,162,35,6,DEN,SEA,1024,29,13,0,N,0,0,0,29,0,6,Southwest Airlines
93840,299837,2008,1,2,3,1243,1210,1337,1320,WN,488,N210WN,174,190,162,17,33,MCI,LAS,1140,5,7,0,N,0,0,0,0,0,17,Southwest Airlines
382759,1202386,2008,3,11,2,1508,1450,1503,1445,WN,482,N642WN,55,55,36,18,18,IND,MDW,162,5,14,0,N,0,0,0,0,0,18,Southwest Airlines
694742,2271758,2008,4,3,4,1833,1755,2205,2130,AA,546,N7AXAA,152,155,129,35,38,DFW,MIA,1121,10,13,0,N,0,35,0,0,0,0,American Airlines
370352,1161799,2008,2,4,1,1106,1020,1755,1657,DL,118,N6704Z,289,277,219,58,46,SLC,JFK,1989,17,53,0,N,0,0,0,58,0,0,Delta Airlines
894568,3026332,2008,6,12,4,2119,2055,2357,2335,WN,174,N398SW,98,100,84,22,24,BNA,BWI,588,5,9,0,N,0,16,0,0,0,6,Southwest Airlines
257146,820818,2008,2,14,4,1605,1525,1826,1758,UA,362,N819UA,81,93,70,28,40,DEN,MCI,533,3,8,0,N,0,0,0,0,0,28,United Airlines
340423,1072204,2008,2,5,2,1953,1930,2125,2105,AA,1057,N477AA,212,215,190,20,23,DFW,RNO,1345,5,17,0,N,0,0,8,0,0,12,American Airlines
880961,2988380,2008,5,12,1,800,740,1006,939,DL,1224,N962DL,126,119,104,27,20,CVG,LGA,585,9,13,0,N,0,0,0,27,0,0,Delta Airlines
340397,1072099,2008,2,11,1,1113,1105,1316,1255,AA,1053,N242AA,183,170,163,21,8,BOS,ORD,867,6,14,0,N,0,8,0,13,0,0,American Airlines
281029,896623,2008,2,19,2,1555,1535,1941,1910,DL,1834,N927DA,226,215,199,31,20,BOS,FLL,1237,4,23,0,N,0,0,0,11,0,20,Delta Airlines
1042822,3490212,2008,6,25,3,2237,2220,118,100,AA,866,N638AA,161,160,132,18,17,MIA,PHL,1013,16,13,0,N,0,17,0,1,0,0,American Airlines
957209,3216294,2008,6,5,4,1732,1650,1930,1913,UA,63,N551UA,298,323,279,17,42,SFO,KOA,2367,6,13,0,N,0,17,0,0,0,0,United Airlines
595356,1861231,2008,4,24,4,1943,1855,2042,2005,WN,3229,N620SW,59,70,44,37,48,LAS,SAN,258,3,12,0,N,0,0,0,0,0,37,Southwest Airlines
712580,2332541,2008,4,13,7,2129,2115,2334,2310,B6,919,N193JB,185,175,116,24,14,JFK,ORD,740,7,62,0,N,0,14,0,10,0,0,JetBlue Airways
19080,59787,2008,1,21,1,821,805,944,925,WN,1062,N360SW,83,80,67,19,16,OKC,HOU,419,8,8,0,N,0,0,0,3,0,16,Southwest Airlines
1044480,3494114,2008,6,22,7,104,2310,650,510,AA,1092,N433AA,226,240,212,100,114,LAX,ORD,1745,4,10,0,N,0,100,0,0,0,0,American Airlines
533787,1674715,2008,3,16,7,1342,1335,1603,1545,AA,773,N480AA,201,190,172,18,7,RSW,ORD,1120,6,23,0,N,0,3,0,11,0,4,American Airlines
1040236,3483741,2008,6,9,1,1942,1850,7,2235,AA,546,N612AA,205,165,145,92,52,DFW,MIA,1121,9,51,0,N,0,0,27,40,0,25,American Airlines
886365,3006262,2008,6,6,5,2153,2055,24,2335,WN,174,N661SW,91,100,82,49,58,BNA,BWI,588,2,7,0,N,0,0,0,0,0,49,Southwest Airlines
794904,2633979,2008,5,10,6,2110,1955,2221,2128,UA,959,N219UA,131,153,116,53,75,ORD,DEN,888,5,10,0,N,0,35,0,0,0,18,United Airlines
146542,481428,2008,1,6,7,2245,2135,137,30,AA,336,N616AA,112,115,91,67,70,ORD,LGA,733,4,17,0,N,0,48,0,0,0,19,American Airlines
698492,2284024,2008,4,13,7,1736,1655,1944,1900,AA,1147,N3BFAA,248,245,230,44,41,DFW,SEA,1660,5,13,0,N,0,41,0,3,0,0,American Airlines
789022,2615352,2008,5,7,3,1156,1125,1520,1448,UA,340,N404UA,144,143,117,32,31,DEN,ORD,888,11,16,0,N,0,31,0,1,0,0,United Airlines
575097,1793700,2008,4,4,5,807,745,913,835,WN,2,N755SA,66,50,31,38,22,DAL,OKC,181,4,31,0,N,0,7,0,16,0,15,Southwest Airlines
961311,3226120,2008,6,20,5,1130,1124,1349,1257,UA,369,N529UA,199,153,139,52,6,DEN,PDX,992,3,57,0,N,0,6,0,46,0,0,United Airlines
453926,1417007,2008,3,5,3,1405,1340,1515,1454,UA,619,N927UA,130,134,107,21,25,DCA,ORD,612,5,18,0,N,0,0,0,0,0,21,United Airlines
852624,2889246,2008,5,13,2,1326,1315,1900,1845,AA,1144,N4WAAA,214,210,193,15,11,SFO,DFW,1464,10,11,0,N,0,5,0,4,0,6,American Airlines
162503,526075,2008,1,14,1,1906,1740,2146,2030,AA,2293,N4XBAA,160,170,137,76,86,ORD,AUS,978,6,17,0,N,0,53,23,0,0,0,American Airlines
587453,1830330,2008,4,15,2,1927,1905,2215,2200,WN,493,N625SW,168,175,154,15,22,FLL,PHL,992,4,10,0,N,0,5,0,0,0,10,Southwest Airlines
596675,1865254,2008,4,25,5,2,2110,124,2230,WN,1082,N632SW,82,80,71,174,172,MDW,MCI,405,3,8,0,N,0,0,0,2,0,172,Southwest Airlines
847014,2872689,2008,5,14,3,1137,945,1446,1305,AA,400,N488AA,129,140,111,101,112,ORD,BOS,867,8,10,0,N,0,101,0,0,0,0,American Airlines
68111,222320,2008,1,5,6,1903,1820,37,22,UA,152,N812UA,214,242,197,15,43,SFO,ORD,1846,4,13,0,N,0,6,0,0,0,9,United Airlines
277374,885534,2008,2,1,5,1949,1820,2057,1930,WN,1663,N236WN,128,130,112,87,89,ELP,LAX,714,6,10,0,N,0,6,0,0,0,81,Southwest Airlines
636450,2031910,2008,4,8,2,1358,1338,1747,1659,UA,940,N593UA,169,141,154,48,20,DEN,ORD,888,4,11,0,N,0,0,0,28,0,20,United Airlines
280776,895297,2008,2,18,1,1737,1702,2050,2035,DL,1749,N651DL,313,333,281,15,35,BOS,SLC,2105,8,24,0,N,0,0,0,0,0,15,Delta Airlines
633009,2020965,2008,4,2,3,1442,1434,1629,1610,UA,537,N381UA,167,156,148,19,8,BOS,ORD,867,5,14,0,N,0,8,0,11,0,0,United Airlines
357894,1126162,2008,2,16,6,1904,1825,2059,2009,B6,1108,N183JB,115,104,91,50,39,RDU,JFK,426,4,20,0,N,0,13,0,11,0,26,JetBlue Airways
96918,306771,2008,1,18,5,1903,1840,2027,1959,DL,1286,N904DL,84,79,48,28,23,ATL,LEX,303,6,30,0,N,0,13,0,5,0,10,Delta Airlines
592869,1849335,2008,4,20,7,1716,1655,1945,1910,WN,418,N383SW,149,135,125,35,21,TPA,BWI,842,13,11,0,N,0,0,0,15,0,20,Southwest Airlines
150970,493465,2008,1,1,2,2100,1920,2325,2205,AA,827,N4WSAA,265,285,244,80,100,ORD,SJC,1829,3,18,0,N,0,0,10,0,0,70,American Airlines
743835,2438233,2008,5,18,7,1557,1505,1703,1615,WN,2306,N491WN,66,70,52,48,52,BWI,CLE,314,7,7,0,N,0,0,0,0,0,48,Southwest Airlines
693043,2265985,2008,4,6,7,1655,1600,1919,1845,AA,346,N592AA,144,165,129,34,55,AUS,ORD,978,7,8,0,N,0,27,0,0,0,7,American Airlines
712701,2332993,2008,4,14,1,1221,1210,1538,1510,B6,562,N593JB,197,180,140,28,11,FLL,SWF,1119,6,51,0,N,0,0,0,17,0,11,JetBlue Airways
190062,620694,2008,2,7,4,1040,1000,1357,1310,WN,7,N358SW,137,130,110,47,40,HOU,MCO,848,13,14,0,N,0,0,0,7,0,40,Southwest Airlines
454634,1418970,2008,3,26,3,1237,1210,1607,1527,UA,680,N350UA,150,137,97,40,27,ORD,LGA,733,7,46,0,N,0,0,0,40,0,0,United Airlines
969922,3245819,2008,6,30,1,2315,1935,29,2055,UA,1172,N337UA,74,80,51,214,220,LAX,SFO,337,5,18,0,N,0,0,0,0,0,214,United Airlines
810086,2701770,2008,5,26,1,1757,1725,2050,1952,DL,1832,N906DL,173,147,114,58,32,ATL,EWR,745,11,48,0,N,0,0,0,58,0,0,Delta Airlines
99257,317009,2008,1,27,7,1405,1340,1629,1554,DL,509,N6714Q,264,254,227,35,25,ATL,SLC,1589,5,32,0,N,0,25,0,10,0,0,Delta Airlines
264616,840835,2008,2,27,3,1232,1225,1828,1809,UA,1216,N586UA,236,224,215,19,7,DEN,BOS,1754,7,14,0,N,0,0,0,12,0,7,United Airlines
352422,1107122,2008,2,3,7,1823,1805,2025,2006,AS,490,N649AS,122,121,90,19,18,SEA,OAK,671,9,23,0,N,0,18,0,1,0,0,Alaska Airlines
162979,527153,2008,1,29,2,1623,1330,1851,1555,AA,2352,N544AA,148,145,119,176,173,DFW,ORD,802,3,26,0,N,0,0,0,89,0,87,American Airlines
867421,2937677,2008,5,11,7,2039,2025,2248,2223,B6,323,N648JB,309,298,287,25,14,IAD,LAS,2066,8,14,0,N,0,14,0,11,0,0,JetBlue Airways
14387,46360,2008,1,17,4,1702,1630,1927,1850,WN,1112,N445WN,145,140,131,37,32,LAS,GEG,806,4,10,0,N,0,0,0,5,0,32,Southwest Airlines
535372,1678907,2008,3,20,4,1115,1055,1328,1250,AA,1039,N3BNAA,133,115,96,38,20,ATL,MIA,595,8,29,0,N,0,0,0,18,0,20,American Airlines
918403,3087789,2008,6,30,1,1424,1350,1522,1455,WN,1896,N408WN,58,65,45,27,34,LAX,LAS,236,6,7,0,N,0,0,0,0,0,27,Southwest Airlines
338967,1068324,2008,2,23,6,1236,1205,1517,1455,AA,806,N498AA,101,110,79,22,31,DEN,DFW,641,9,13,0,N,0,2,0,0,0,20,American Airlines
973206,3254404,2008,6,22,7,1510,1444,1932,1859,UA,1676,N473UA,322,315,302,33,26,SJU,ORD,2072,10,10,0,N,0,12,0,7,0,14,United Airlines
532957,1672787,2008,3,19,3,2135,2035,151,105,AA,694,N4WBAA,196,210,173,46,60,DFW,BOS,1562,6,17,0,N,0,0,0,30,0,16,American Airlines
707634,2314288,2008,4,4,5,1809,1700,1944,1836,AS,385,N767AS,95,96,79,68,69,OAK,PDX,543,5,11,0,N,0,68,0,0,0,0,Alaska Airlines
159412,517563,2008,1,13,7,2050,1930,2345,2230,AA,1812,N059AA,175,180,128,75,80,MIA,JFK,1090,16,31,0,N,0,75,0,0,0,0,American Airlines
99616,318604,2008,1,28,1,1803,1725,2120,2021,DL,1008,N750AT,317,296,287,59,38,MCO,SLC,1929,19,11,0,N,0,34,0,21,0,4,Delta Airlines
536247,1681281,2008,3,31,1,2047,1825,2325,2125,AA,1117,N499AA,218,240,188,120,142,PHL,DFW,1302,4,26,0,N,0,0,0,0,0,120,American Airlines
545165,1706190,2008,3,15,6,1717,1645,1813,1745,AA,2147,N3BTAA,56,60,38,28,32,TPA,MIA,204,7,11,0,N,0,0,0,0,0,28,American Airlines
967847,3241387,2008,6,17,2,2011,1913,2052,1957,UA,849,N907UA,101,104,71,55,58,BUF,ORD,473,19,11,0,N,0,0,0,55,0,0,United Airlines
351386,1101331,2008,2,14,4,1343,1325,1855,1825,AA,2448,N396AA,192,180,149,30,18,LAX,DFW,1235,20,23,0,N,0,0,0,30,0,0,American Airlines
629950,2011260,2008,4,1,2,919,901,1108,1040,UA,245,N377UA,169,159,150,28,18,ORD,DEN,888,6,13,0,N,0,18,0,10,0,0,United Airlines
336081,1060950,2008,2,15,5,829,810,1140,1125,AA,460,N4UBAA,131,135,115,15,19,DFW,CMH,927,4,12,0,N,0,15,0,0,0,0,American Airlines
866742,2933763,2008,5,3,6,2038,2005,2355,2234,B6,105,N638JB,377,329,302,81,33,JFK,TUS,2136,3,72,0,N,0,0,0,48,0,33,JetBlue Airways
550573,1724074,2008,3,31,1,2016,1932,2250,2204,AS,475,N612AS,154,152,128,46,44,SAN,PDX,933,3,23,0,N,0,5,0,2,0,39,Alaska Airlines
540633,1693662,2008,3,31,1,1515,1440,1734,1600,AA,1549,N7AYAA,259,200,174,94,35,DFW,LAX,1235,60,25,0,N,0,35,0,59,0,0,American Airlines
165707,536982,2008,1,9,3,1424,1410,1710,1643,AS,429,N958AS,166,153,146,27,14,SAN,PDX,933,4,16,0,N,0,14,0,13,0,0,Alaska Airlines
201971,650395,2008,2,16,6,1730,1710,1844,1825,WN,1078,N314SW,74,75,64,19,20,LAX,SMF,373,3,7,0,N,0,0,0,0,0,19,Southwest Airlines
637756,2035998,2008,4,8,2,806,800,1108,1050,UA,1226,N370UA,122,110,106,18,6,ORD,BWI,622,3,13,0,N,0,6,0,12,0,0,United Airlines
450586,1406672,2008,3,24,1,2143,2132,20,4,UA,328,N551UA,97,92,65,16,11,DEN,MCI,533,4,28,0,N,0,11,0,5,0,0,United Airlines
74507,238611,2008,1,7,1,1636,1505,1940,1819,UA,686,N203UA,124,134,103,81,91,ORD,LGA,733,10,11,0,N,0,38,0,0,0,43,United Airlines
406149,1257378,2008,3,27,4,1223,1155,1900,1840,WN,2474,N435WN,217,225,194,20,28,PHX,DTW,1671,7,16,0,N,0,20,0,0,0,0,Southwest Airlines
858330,2906107,2008,5,1,4,1255,1245,1545,1520,AA,1756,N523AA,170,155,145,25,10,MCO,LGA,950,11,14,0,N,0,0,0,15,0,10,American Airlines
985063,3302674,2008,6,22,7,2107,2050,2219,2203,DL,179,N135DL,72,73,45,16,17,ATL,JAX,270,7,20,0,N,0,13,0,0,0,3,Delta Airlines
204225,656531,2008,2,18,1,1534,1500,1728,1710,WN,1410,N330SW,234,250,218,18,34,MCI,SEA,1489,9,7,0,N,0,4,0,0,0,14,Southwest Airlines
335331,1058825,2008,2,16,6,2119,1725,10,2045,AA,375,N4WPAA,231,260,195,205,234,JFK,DFW,1391,4,32,0,N,0,23,0,0,0,182,American Airlines
529519,1663485,2008,3,3,1,1532,1510,2110,2040,AA,324,N595AA,218,210,187,30,22,SFO,DFW,1464,11,20,0,N,0,0,0,8,0,22,American Airlines
347612,1091760,2008,2,7,4,1038,1025,1100,1045,AA,1843,N4XGAA,82,80,50,15,13,DTW,ORD,235,9,23,0,N,0,0,0,2,0,13,American Airlines
344640,1083872,2008,2,5,2,1115,1000,1320,1210,AA,1487,N5DWAA,245,250,216,70,75,ORD,RNO,1671,8,21,0,N,0,70,0,0,0,0,American Airlines
198628,642731,2008,2,14,4,2028,2005,2027,2005,WN,1117,N341SW,59,60,47,22,23,BOI,GEG,287,3,9,0,N,0,9,0,0,0,13,Southwest Airlines
157627,512520,2008,1,8,2,859,800,1450,1345,AA,1604,N4YPAA,231,225,196,65,59,PSP,ORD,1652,15,20,0,N,0,59,0,6,0,0,American Airlines
280485,894516,2008,2,18,1,2119,1845,25,2151,DL,687,N900DE,186,186,160,154,154,BOS,ATL,946,6,20,0,N,0,0,0,0,0,154,Delta Airlines
74042,237448,2008,1,19,6,1413,1315,1658,1642,UA,646,N335UA,105,147,92,16,58,ORD,EWR,719,6,7,0,N,0,0,0,0,0,16,United Airlines
352534,1107405,2008,2,4,1,2102,2049,2214,2158,AS,46,N764AS,72,69,61,16,13,BET,ANC,399,4,7,0,N,0,0,0,3,0,13,Alaska Airlines
278111,886711,2008,2,1,5,1142,1110,1300,1235,WN,1376,N374SW,78,85,71,25,32,MSY,DAL,437,3,4,0,N,0,6,0,0,0,19,Southwest Airlines
864705,2926051,2008,5,16,5,2252,2052,2345,2149,AS,69,N782AS,53,57,39,116,120,KTN,JNU,234,3,11,0,N,0,26,0,0,0,90,Alaska Airlines
344687,1083991,2008,2,14,4,639,600,842,805,AA,1493,N4WMAA,123,125,96,37,39,BNA,DFW,631,9,18,0,N,0,37,0,0,0,0,American Airlines
848314,2876565,2008,5,14,3,1349,1300,1656,1605,AA,540,N460AA,127,125,102,51,49,DFW,IND,762,7,18,0,N,0,0,1,2,0,48,American Airlines
542100,1697856,2008,3,23,7,2034,1740,10,2145,AA,1738,N5BVAA,216,245,198,145,174,SJU,PHL,1576,3,15,0,N,0,134,0,0,0,11,American Airlines
75784,241742,2008,1,7,1,1228,1115,1537,1433,UA,814,N534UA,129,138,112,64,73,LAX,DEN,862,6,11,0,N,0,0,64,0,0,0,United Airlines
